datetime,open,high,low,close,volume
2022-01-01 00:00:00,46216.4,46767.3,46210.4,46649.2,341.08253092
2022-01-01 01:00:00,46649.2,46929.0,46575.3,46780.1,214.77413852
2022-01-01 02:00:00,46780.0,46927.7,46724.7,46802.7,150.61608109
2022-01-01 03:00:00,46802.7,46938.5,46757.9,46820.1,203.2494781
2022-01-01 04:00:00,46820.0,46884.1,46621.7,46710.2,214.5324413
2022-01-01 05:00:00,46710.2,47560.0,46671.9,47192.6,408.83939077
2022-01-01 06:00:00,47197.2,47327.9,46931.0,46981.4,223.04600055
2022-01-01 07:00:00,46981.5,47250.0,46910.7,47196.4,145.8645671
2022-01-01 08:00:00,47196.5,47336.5,47083.4,47111.9,139.01005556
2022-01-01 09:00:00,47112.0,47206.6,46934.3,47146.0,109.12068293
2022-01-01 10:00:00,47145.9,47290.0,46711.0,46867.6,270.91440072
2022-01-01 11:00:00,46867.6,47007.3,46756.3,46762.9,169.02295551
2022-01-01 12:00:00,46763.0,47141.9,46763.0,47074.0,161.5316185
2022-01-01 13:00:00,47073.9,47190.7,46938.4,47020.2,139.27742215
2022-01-01 14:00:00,47020.1,47116.5,46870.6,46924.5,253.55268077
2022-01-01 15:00:00,46924.5,47490.0,46871.2,47217.0,292.43398297
2022-01-01 16:00:00,47217.0,47517.0,47183.2,47274.0,239.28098922
2022-01-01 17:00:00,47274.0,47936.7,47242.2,47748.4,392.66919672
2022-01-01 18:00:00,47748.5,47837.9,47427.2,47576.0,226.99531104
2022-01-01 19:00:00,47576.0,47626.4,47299.5,47333.7,138.12053447
2022-01-01 20:00:00,47333.7,47562.8,47264.0,47398.7,175.80292419
2022-01-01 21:00:00,47398.7,47536.1,47280.0,47326.9,167.80543631
2022-01-01 22:00:00,47326.9,47485.2,47224.8,47444.3,135.49788513
2022-01-01 23:00:00,47444.2,47812.9,47285.1,47728.6,271.60138414
2022-01-02 00:00:00,47728.6,47761.9,47383.2,47624.9,225.02640024
2022-01-02 01:00:00,47624.9,47639.6,47313.9,47369.1,176.63622296
2022-01-02 02:00:00,47369.0,47448.4,47271.0,47377.1,119.75112625
2022-01-02 03:00:00,47377.1,47461.1,47268.0,47336.6,95.39024919
2022-01-02 04:00:00,47333.8,47419.1,46750.1,46908.5,308.73029719
2022-01-02 05:00:00,46908.4,47088.4,46833.7,47083.3,162.45883123
2022-01-02 06:00:00,47083.2,47241.6,47013.3,47124.7,141.71226941
2022-01-02 07:00:00,47123.4,47286.0,47092.7,47182.1,125.91595369
2022-01-02 08:00:00,47182.0,47248.8,46982.9,47216.0,160.32073286
2022-01-02 09:00:00,47216.0,47483.0,47146.3,47279.4,201.71627718
2022-01-02 10:00:00,47279.4,47344.3,47135.8,47190.8,94.33177474
2022-01-02 11:00:00,47190.8,47396.9,47163.8,47238.3,99.8131899
2022-01-02 12:00:00,47238.3,47445.0,47020.3,47290.6,195.68358806
2022-01-02 13:00:00,47290.7,47297.5,47092.0,47130.4,119.08001311
2022-01-02 14:00:00,47130.3,47199.2,47019.0,47123.0,127.93071968
2022-01-02 15:00:00,47123.0,47384.1,47082.3,47340.7,202.37874059
2022-01-02 16:00:00,47340.8,47889.4,47278.5,47788.6,424.10490712
2022-01-02 17:00:00,47788.7,47990.0,47333.0,47413.2,443.03231277
2022-01-02 18:00:00,47413.2,47413.2,46656.1,47054.0,578.45153326
2022-01-02 19:00:00,47053.9,47213.6,46855.3,46906.4,276.89711857
2022-01-02 20:00:00,46906.3,47056.7,46824.0,47007.3,128.80462845
2022-01-02 21:00:00,47007.3,47172.3,46920.0,47024.2,137.63048856
2022-01-02 22:00:00,47024.2,47397.8,47019.8,47257.4,125.37418099
2022-01-02 23:00:00,47257.8,47463.4,47257.8,47291.8,199.67827617
2022-01-03 00:00:00,47291.7,47291.7,47056.4,47056.4,146.86271086
2022-01-03 01:00:00,47056.3,47134.0,46953.1,47114.3,142.05155439
2022-01-03 02:00:00,47114.3,47114.3,46862.3,47001.2,208.23312447
